SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
13029,4.85691333,0,0.20589208,1,4,10,FALSE,6479,16,4,0,2,0.70331436,FALSE,0,6479,0,0.53333333
13033,4.52244934,0,0.22111912,1,4,10,FALSE,13650,32.5,4,0,2,0.72904236,FALSE,0,13650,0,0.57017544
13041,4.85709185,1.79E-04,0.20588452,0,4,10,FALSE,29081,14.5,4,0,2,0.70330063,FALSE,0,29081,475760,0.5
13045,4.85664554,5.35E-04,0.20590344,0.33333333,8,10,FALSE,49841,8.75,8,0,4,0.70333496,FALSE,0,49841,1427268,0.28225806
13054,4.52244934,0,0.22111912,1,4,10,FALSE,69624,32.5,4,0,2,0.72904236,FALSE,0,69624,0,0.57017544
13056,4.24020352,2.16E-06,0.23583774,0.33333333,6,9,FALSE,79203,77.33333333,6,0,3,0.75075358,FALSE,0,79203,14394,0.40314136
13063,4.08265643,0.00210292,0.24493856,0.20615385,52,9,FALSE,3517,18.34615385,52,0,26,0.76287258,FALSE,0,3517,5706050,0.05721154
13064,4.62126216,3.23E-04,0.2163911,0.25,18,9,FALSE,27,11.66666667,18,0,9,0.72144137,FALSE,0,27,449026,0.14814815
13066,4.97215032,3.31E-06,0.20112023,0.7,10,10,FALSE,710,12,10,0,5,0.69444998,FALSE,0,710,7844,0.30769231
13069,4.31705793,4.25E-06,0.23163924,0.84444444,20,9,FALSE,5221,27.8,20,0,10,0.7448417,FALSE,0,5221,8632,0.15108696
13071,4.29126127,2.64E-05,0.23303172,0.8,20,9,FALSE,5498,28.1,20,0,10,0.74682606,FALSE,0,5498,36722,0.14893617
13073,4.4094439,2.67E-04,0.22678597,0.23636364,22,10,FALSE,6179,13.54545455,22,0,11,0.73773508,FALSE,0,6179,450248,0.12427023
13075,4.91109524,1.88E-04,0.20362057,0.33333333,14,10,FALSE,17047,13.57142857,14,0,7,0.69914652,FALSE,0,17047,948344,0.22248244
13077,3.76354548,5.80E-04,0.2657069,0.26600985,58,9,FALSE,17440,74.75862069,58,0,29,0.78741958,FALSE,0,17440,1996538,0.08335899
13079,4.32053914,1.47E-04,0.2314526,0.8,20,9,FALSE,23484,27.2,20,0,10,0.74457391,FALSE,0,23484,401976,0.15055556
13082,4.32277069,1.79E-04,0.23133311,0.8,20,9,FALSE,26925,27.1,20,0,10,0.74440225,FALSE,0,26925,525126,0.15083799
13084,5.08256717,0,0.19675097,0,2,10,FALSE,35511,26,2,0,1,0.68595637,FALSE,0,35511,0,0
13086,5.08238865,0,0.19675788,1,4,10,FALSE,39319,16.5,4,0,2,0.6859701,FALSE,0,39319,0,0.61111111
13088,4.13362492,0.00145331,0.24191842,0.175,32,9,FALSE,39337,20,32,0,16,0.75895193,FALSE,0,39337,4354794,0.08137755
13090,4.81299652,2.00E-04,0.20777077,0.26666667,20,10,FALSE,42060,10.3,20,0,10,0.70669258,FALSE,0,42060,1160878,0.19807692
13092,3.76613407,0.00144817,0.26552427,0.13684211,40,9,FALSE,53579,57,40,0,20,0.78722046,FALSE,0,53579,3502272,0.08206052
13094,5.08158529,7.49E-04,0.19678898,0.28571429,14,10,FALSE,55917,6.71428571,14,0,7,0.6860319,FALSE,0,55917,2039150,0.21904762
13096,4.55592252,0,0.21949451,1,8,10,FALSE,60020,23.75,8,0,4,0.7264675,FALSE,0,60020,0,0.37109375
13098,4.0446309,1.09E-04,0.24724135,0.29090909,22,9,FALSE,60033,34.81818182,22,0,11,0.76579762,FALSE,0,60033,231546,0.11499097
13100,3.85762742,0.00160261,0.25922669,0.16256158,58,9,FALSE,61888,31.75862069,58,0,29,0.78018251,FALSE,0,61888,3489964,0.05323348
13103,4.10881014,5.18E-04,0.24337946,0.29473684,40,9,FALSE,70337,25.5,40,0,20,0.76086076,FALSE,0,70337,2405984,0.08471761
13105,4.70427564,5.10E-05,0.21257258,0.42857143,14,10,FALSE,71704,14.14285714,14,0,7,0.71505572,FALSE,0,71704,76744,0.25925926
13108,4.03017049,0.00138039,0.24812846,0.19312169,56,9,FALSE,87876,23.28571429,56,0,28,0.76690996,FALSE,0,87876,3213656,0.05328539
13110,4.29536731,7.14E-06,0.23280896,0.86666667,20,9,FALSE,88006,28.6,20,0,10,0.74651021,FALSE,0,88006,14788,0.15052632
13113,5.42845666,0,0.18421442,1,4,10,FALSE,10200,12,4,0,2,0.65934949,FALSE,0,10200,0,0.70588235
13115,4.48237079,7.06E-04,0.22309622,0.23076923,28,9,FALSE,11128,11.21428571,28,0,14,0.73212532,FALSE,0,11128,2046342,0.10288336
13117,4.39810765,4.58E-04,0.22737051,0.17857143,16,9,FALSE,12228,18.625,16,0,8,0.7386071,FALSE,0,12228,630576,0.148
13119,5.4283674,0,0.18421745,1,6,10,FALSE,33334,10,6,0,3,0.65935635,FALSE,0,33334,0,0.58823529
13121,4.72989378,4.17E-05,0.21142124,0.4,10,10,FALSE,37004,11,10,0,5,0.71308509,FALSE,0,37004,51716,0.26190476
13124,5.42738552,2.47E-06,0.18425078,0.6,12,10,FALSE,61537,7.66666667,12,0,6,0.65943188,FALSE,0,61537,5420,0.36507937
13127,5.09006516,0,0.19646114,1,6,10,FALSE,81783,13.33333333,6,0,3,0.6853796,FALSE,0,81783,0,0.57971014
13149,5.64250647,0,0.1772262,0,2,11,FALSE,17397,11,2,0,1,0.64288412,FALSE,0,17397,0,0
13154,5.64250647,0,0.1772262,0,2,11,FALSE,47659,11,2,0,1,0.64288412,FALSE,0,47659,0,0
13156,4.2650183,3.88E-04,0.23446558,0.23076923,26,10,FALSE,52739,22.69230769,26,0,13,0.74884475,FALSE,0,52739,1757274,0.1008547
13159,5.64250647,0,0.1772262,0,2,11,FALSE,65461,11,2,0,1,0.64288412,FALSE,0,65461,0,0
13161,5.64250647,0,0.1772262,0,2,11,FALSE,72035,11,2,0,1,0.64288412,FALSE,0,72035,0,0
13163,5.56377756,0,0.179734,1,4,11,FALSE,73058,10,4,0,2,0.64894019,FALSE,0,73058,0,0.58823529
13165,4.85405695,8.42E-04,0.20601324,0.19444444,18,10,FALSE,79685,8,18,0,9,0.70353408,FALSE,0,79685,2608716,0.15686275
13168,4.46487548,1.43E-04,0.22397041,0.22222222,18,9,FALSE,20162,16.55555556,18,0,9,0.73347112,FALSE,0,20162,226980,0.15329218
13178,4.75113809,2.31E-05,0.21047589,0.42857143,14,10,FALSE,49853,10.57142857,14,0,7,0.71145092,FALSE,0,49853,35998,0.22981366
13185,4.94563956,0,0.20219832,1,6,10,FALSE,65011,13.33333333,6,0,3,0.69648926,FALSE,0,65011,0,0.45977011
13187,4.76925823,4.95E-05,0.20967621,0.26666667,12,9,FALSE,67007,8.33333333,12,0,6,0.71005706,FALSE,0,67007,104854,0.22685185
13191,4.96322414,6.94E-06,0.20148193,0.66666667,8,10,FALSE,81682,11.25,8,0,4,0.6951366,FALSE,0,81682,11270,0.36290323
13196,4.38927073,0,0.22782828,1,6,10,FALSE,334,53,6,0,3,0.73928687,FALSE,0,334,0,0.3557047
13201,4.7814871,0,0.20913996,1,8,10,FALSE,14736,16.25,8,0,4,0.70911638,FALSE,0,14736,0,0.33854167
13204,4.7814871,0,0.20913996,1,8,10,FALSE,18595,16.25,8,0,4,0.70911638,FALSE,0,18595,0,0.33854167
13206,4.49772382,6.33E-04,0.22233468,0.16666667,24,9,FALSE,19895,16,24,0,12,0.73094432,FALSE,0,19895,1313770,0.1025641
13209,4.86682139,0,0.20547292,0,2,10,FALSE,27929,39,2,0,1,0.7025522,FALSE,0,27929,0,0
13211,4.02561814,0.00180932,0.24840906,0.13419913,44,9,FALSE,29572,20,44,0,22,0.76726014,FALSE,0,29572,2821126,0.0634621
13220,4.08238865,5.27E-04,0.24495463,0.17582418,28,9,FALSE,44545,30.64285714,28,0,14,0.76289318,FALSE,0,44545,865960,0.08709809
13224,4.65214675,3.49E-06,0.21495453,0.66666667,6,9,FALSE,51227,23.66666667,6,0,3,0.71906563,FALSE,0,51227,5198,0.35858586
13228,4.28054985,2.92E-04,0.23361485,0.20952381,30,10,FALSE,55768,17.93333333,30,0,15,0.74765001,FALSE,0,55768,380266,0.0981685
13230,4.48138891,8.88E-06,0.22314511,0.5,10,10,FALSE,57228,28.6,10,0,5,0.73220085,FALSE,0,57228,19300,0.24033613
13239,4.86682139,0,0.20547292,0,2,10,FALSE,81321,39,2,0,1,0.7025522,FALSE,0,81321,0,0
13245,4.60956887,0,0.21694003,1,6,10,FALSE,87633,25.66666667,6,0,3,0.72234086,FALSE,0,87633,0,0.40104167
13248,4.41596001,3.27E-04,0.22645133,0.2,20,9,FALSE,11808,11.1,20,0,10,0.73723385,FALSE,0,11808,518568,0.12087912
13254,4.81067571,0,0.20787101,1,4,9,FALSE,52197,28,4,0,2,0.7068711,FALSE,0,52197,0,0.51851852
13265,4.02633223,0,0.248365,1,8,9,FALSE,4780,132.5,8,0,4,0.76720521,FALSE,0,4780,0,0.38074713
13302,4.5085245,0,0.22180206,0,2,10,FALSE,33927,95,2,0,1,0.7301135,FALSE,0,33927,0,0
13314,3.6646434,3.69E-04,0.27287785,0.60184552,154,9,FALSE,48313,96.5974026,154,0,77,0.79502743,FALSE,0,48313,1541086,0.08341745
13322,4.16245648,0.00208285,0.24024275,0.88257576,66,10,FALSE,52752,41,66,0,33,0.75673412,FALSE,0,52752,6899478,0.12615385
13324,4.43845399,1.79E-04,0.22530368,0.33333333,6,10,FALSE,55889,57.66666667,6,0,3,0.73550354,FALSE,0,55889,560528,0.360587
13331,4.39819691,0,0.2273659,1,6,10,FALSE,59805,88.66666667,6,0,3,0.73860024,FALSE,0,59805,0,0.52156863
13348,4.13808801,0,0.2416575,1,6,10,FALSE,74236,173.3333333,6,0,3,0.75860861,FALSE,0,74236,0,0.41269841
13364,3.99357315,5.46E-04,0.25040232,0.26666667,12,9,FALSE,2786,78.5,12,0,6,0.76972514,FALSE,0,2786,1333082,0.17330383
13366,4.03847184,0,0.24761842,1,4,9,FALSE,27662,188.5,4,0,2,0.7662714,FALSE,0,27662,0,0.50266667
13369,4.59939302,5.28E-04,0.21741999,0.14285714,16,9,FALSE,48571,10.75,16,0,8,0.72312361,FALSE,0,48571,1068190,0.14409722
13371,4.88324556,0,0.20478184,1,6,9,FALSE,54159,12.66666667,6,0,3,0.7012888,FALSE,0,54159,0,0.39583333
13373,4.47996072,0.00104079,0.22321624,0.19927536,48,9,FALSE,75734,8.58333333,48,0,24,0.73231071,FALSE,0,75734,2050660,0.09644195
13375,5.59930376,0,0.17859363,0,2,10,FALSE,1551,8,2,0,1,0.6462074,FALSE,0,1551,0,0
13378,4.26608944,8.90E-05,0.23440671,0.30555556,18,9,FALSE,29209,18.22222222,18,0,9,0.74876235,FALSE,0,29209,163840,0.14605735
13380,5.25689547,1.19E-05,0.19022634,0.33333333,6,9,FALSE,54110,8,6,0,3,0.6725465,FALSE,0,54110,12618,0.40350877
13383,5.59930376,0,0.17859363,0,2,10,FALSE,68533,8,2,0,1,0.6462074,FALSE,0,68533,0,0
13390,4.54815674,2.83E-04,0.21986929,0.26373626,28,9,FALSE,691,12.42857143,28,0,14,0.72706487,FALSE,0,691,377106,0.12946429
13392,5.4797822,0,0.182489,1,4,10,FALSE,999,13.5,4,0,2,0.65540137,FALSE,0,999,0,0.5625
13395,4.63018834,2.12E-04,0.21597394,0.32142857,16,9,FALSE,5757,16,16,0,8,0.72075474,FALSE,0,5757,285098,0.19047619
13397,5.16174239,0,0.19373303,1,8,10,FALSE,9256,19.25,8,0,4,0.67986597,FALSE,0,9256,0,0.4695122
13399,4.84807641,1.39E-05,0.20626738,0.66666667,18,9,FALSE,12771,14.55555556,18,0,9,0.70399412,FALSE,0,12771,50480,0.24259259
13401,5.19432295,1.32E-06,0.19251787,0.93333333,12,10,FALSE,15934,15.83333333,12,0,6,0.67735977,FALSE,0,15934,2504,0.35984848
13403,4.35910024,9.91E-04,0.22940514,0.19333333,50,9,FALSE,19532,10.4,50,0,25,0.74160767,FALSE,0,19532,2029360,0.08062016
13405,4.44443453,4.42E-04,0.2250005,0.26315789,40,9,FALSE,20941,11.55,40,0,20,0.7350435,FALSE,0,20941,745072,0.10896226
13407,4.94233687,1.81E-04,0.20233344,0.36363636,22,10,FALSE,23193,13.09090909,22,0,11,0.69674332,FALSE,0,23193,232624,0.16363636
13409,5.31723645,2.21E-06,0.18806762,0.66666667,6,10,FALSE,29650,17.33333333,6,0,3,0.66790489,FALSE,0,29650,5420,0.54166667
13411,5.4797822,0,0.182489,1,4,10,FALSE,40515,13.5,4,0,2,0.65540137,FALSE,0,40515,0,0.5625
13413,5.47969294,1.00E-08,0.18249198,0.66666667,6,10,FALSE,42467,9.33333333,6,0,3,0.65540824,FALSE,0,42467,2,0.38888889
13417,4.16495582,5.12E-04,0.24009859,0.49090909,22,9,FALSE,51482,52.18181818,22,0,11,0.75654186,FALSE,0,51482,1761804,0.16618413
13419,4.67392663,3.14E-04,0.21395287,0.27272727,24,10,FALSE,51926,13.75,24,0,12,0.71739026,FALSE,0,51926,371770,0.13480392
13422,5.35490494,2.22E-06,0.18674468,0.66666667,6,10,FALSE,58049,11.66666667,6,0,3,0.66500731,FALSE,0,58049,3466,0.43209877
13425,5.12862626,0,0.19498399,1,12,9,FALSE,72219,17.33333333,12,0,6,0.68241336,FALSE,0,72219,0,0.37681159
13427,4.7300723,3.46E-05,0.21141326,0.75,16,10,FALSE,72259,14.5,16,0,8,0.71307136,FALSE,0,72259,106584,0.25892857
13429,4.96384897,7.89E-06,0.20145657,0.76190476,14,10,FALSE,75319,14.85714286,14,0,7,0.69508854,FALSE,0,75319,34542,0.33015873
13431,5.19423369,1.94E-06,0.19252118,0.85714286,14,10,FALSE,86261,14.42857143,14,0,7,0.67736664,FALSE,0,86261,3944,0.32792208
13434,5.38659288,0,0.18564611,0,2,10,FALSE,40061,5,2,0,1,0.66256978,FALSE,0,40061,0,0
13436,5.38623583,0,0.18565841,1,4,10,FALSE,66184,5,4,0,2,0.66259724,FALSE,0,66184,0,0.625
13438,5.38596804,5.36E-04,0.18566764,0.1,10,10,FALSE,70732,2,10,0,5,0.66261784,FALSE,0,70732,1581516,0.28
13461,4.04079264,0,0.2474762,1,10,8,FALSE,36533,98.6,10,0,5,0.76609287,FALSE,0,36533,0,0.22824074
13467,4.28046059,0,0.23361972,1,6,9,FALSE,42979,83.33333333,6,0,3,0.74765688,FALSE,0,42979,0,0.3875969
13469,4.31866464,8.54E-06,0.23155306,0.53333333,12,9,FALSE,43297,32.83333333,12,0,6,0.7447181,FALSE,0,43297,37632,0.20020325
13473,4.30884584,6.01E-04,0.23208071,0.19444444,18,9,FALSE,47406,16.88888889,18,0,9,0.7454734,FALSE,0,47406,1521148,0.14847591
13475,4.35365527,2.06E-04,0.22969205,0.33333333,12,9,FALSE,48247,29.16666667,12,0,6,0.74202652,FALSE,0,48247,614536,0.20685579
13479,3.77907703,5.66E-04,0.26461488,0.56129032,62,8,FALSE,54349,87.12903226,62,0,31,0.78622484,FALSE,0,54349,2211394,0.11601735
13484,4.09193966,0.00218205,0.24438288,0.21538462,52,8,FALSE,60497,19.15384615,52,0,26,0.76215849,FALSE,0,60497,8770644,0.05839587
13488,3.87896099,0.00133738,0.25780099,0.10144928,48,8,FALSE,63702,27.25,48,0,24,0.77854146,FALSE,0,63702,2622262,0.05764477
13492,3.95313755,6.27E-04,0.25296362,0.15151515,44,8,FALSE,65656,32.81818182,44,0,22,0.77283557,FALSE,0,65656,2067822,0.06554545
13498,4.29768812,7.18E-05,0.23268324,0.47222222,18,9,FALSE,78385,23.44444444,18,0,9,0.74633168,FALSE,0,78385,468206,0.15323166
13501,4.38382576,0,0.22811126,1,6,9,FALSE,84942,51.66666667,6,0,3,0.73970571,FALSE,0,84942,0,0.4005168
13505,3.97938052,1.47E-04,0.25129539,0.30882353,34,8,FALSE,88675,51.88235294,34,0,17,0.77081688,FALSE,0,88675,385724,0.12685172
13507,4.05757386,0.00102755,0.24645269,0.15151515,24,8,FALSE,2751,27.16666667,24,0,12,0.76480201,FALSE,0,2751,1407228,0.10105721
13509,4.38605731,6.38E-05,0.2279952,0.2,10,9,FALSE,20795,28,10,0,5,0.73953405,FALSE,0,20795,82790,0.20592593
13511,4.62340445,0,0.21629083,1,6,9,FALSE,21152,19.66666667,6,0,3,0.72127658,FALSE,0,21152,0,0.39333333
13516,3.68686959,0.0028772,0.27123281,0.28803717,84,8,FALSE,69220,67.64285714,84,0,42,0.79331772,FALSE,0,69220,11181210,0.07310167
13518,4.10006248,5.03E-05,0.24389872,0.23809524,14,8,FALSE,77319,36.28571429,14,0,7,0.76153366,FALSE,0,77319,96666,0.16579292
13520,4.10086584,4.46E-04,0.24385094,0.21666667,32,8,FALSE,78935,23.125,32,0,16,0.76147186,FALSE,0,78935,883640,0.08963178
13522,4.62340445,0,0.21629083,1,6,9,FALSE,81452,19.66666667,6,0,3,0.72127658,FALSE,0,81452,0,0.39333333
13524,4.77086495,0,0.2096056,1,4,9,FALSE,82547,11,4,0,2,0.70993347,FALSE,0,82547,0,0.55
13531,4.7546193,3.93E-04,0.21032178,0.0952381,14,9,FALSE,23066,5.85714286,14,0,7,0.71118313,FALSE,0,23066,655656,0.16450216
13540,5.03293761,2.69E-06,0.19869112,0.83333333,8,10,FALSE,22977,12.25,8,0,4,0.68977403,FALSE,0,22977,32740,0.40833333
13541,4.39426939,2.42E-04,0.22756912,0.21323529,34,9,FALSE,59003,15.64705882,34,0,17,0.73890235,FALSE,0,59003,1036304,0.08644784
13544,5.3807016,0,0.18584937,1,6,10,FALSE,75492,10,6,0,3,0.66302295,FALSE,0,75492,0,0.5
13546,4.51923592,1.16E-04,0.22127634,0.38888889,18,9,FALSE,84906,20.77777778,18,0,9,0.72928954,FALSE,0,84906,824156,0.14134543
13548,4.53815942,0,0.22035365,1,6,9,FALSE,10712,49,6,0,3,0.72783389,FALSE,0,10712,0,0.38582677
13552,5.03302687,0,0.19868759,1,6,10,FALSE,21219,15.33333333,6,0,3,0.68976716,FALSE,0,21219,0,0.51111111
13554,4.16888333,4.75E-05,0.23987239,0.6,10,9,FALSE,21612,76,10,0,5,0.75623974,FALSE,0,21612,252800,0.20879121
13556,4.05900205,5.91E-05,0.24636598,0.42857143,14,9,FALSE,22762,68.14285714,14,0,7,0.76469215,FALSE,0,22762,144966,0.16380495
13562,5.07471213,0,0.19705551,1,4,10,FALSE,49663,12.5,4,0,2,0.68656061,FALSE,0,49663,0,0.625
13564,5.07480139,0,0.19705205,0,2,10,FALSE,58512,20,2,0,1,0.68655374,FALSE,0,58512,0,0
13566,5.07453361,0,0.19706245,1,6,10,FALSE,58794,11,6,0,3,0.68657434,FALSE,0,58794,0,0.52380952
13570,5.07444435,3.57E-04,0.19706591,0.33333333,6,10,FALSE,60672,8,6,0,3,0.6865812,FALSE,0,60672,1252028,0.36507937
13572,4.47969294,5.29E-04,0.22322959,0.32142857,16,9,FALSE,60678,22.375,16,0,8,0.73233131,FALSE,0,60678,2607932,0.15669014
13574,5.00999732,1.05E-06,0.19960091,0.83333333,8,10,FALSE,69476,13.75,8,0,4,0.69153867,FALSE,0,69476,2822,0.33536585
13599,3.92296706,1.74E-04,0.2549091,0.24175824,28,9,FALSE,6206,63.28571429,28,0,14,0.77515638,FALSE,0,6206,594476,0.11025386
13610,4.13541016,2.05E-06,0.24181398,0.4,12,9,FALSE,38617,56.33333333,12,0,6,0.7588146,FALSE,0,38617,12986,0.23087432
13619,4.66169776,1.39E-06,0.21451412,0,4,10,FALSE,59096,17,4,0,2,0.71833094,FALSE,0,59096,4676,0.5
13662,4.27894314,0,0.23370257,1,4,9,FALSE,9716,128,4,0,2,0.7477736,FALSE,0,9716,0,0.50592885
13693,3.85843078,4.00E-08,0.25917272,0.8,12,9,FALSE,20994,296,12,0,6,0.78012071,FALSE,0,20994,450,0.41111111
13729,4.25457467,4.93E-04,0.23504112,0.13333333,12,9,FALSE,31115,45.83333333,12,0,6,0.7496481,FALSE,0,31115,1415882,0.16915423
13771,3.8359368,7.27E-04,0.26069251,0.22058824,34,9,FALSE,42959,155.9411765,34,0,17,0.78185102,FALSE,0,42959,2648508,0.1927781
13817,4.04034634,0,0.24750353,1,4,9,FALSE,62378,310.5,4,0,2,0.7661272,FALSE,0,62378,0,0.82142857
13853,4.27894314,0,0.23370257,1,4,9,FALSE,77487,128,4,0,2,0.7477736,FALSE,0,77487,0,0.50592885
13932,3.96179595,0,0.25241078,1,6,9,FALSE,10394,143.6666667,6,0,3,0.77216954,FALSE,0,10394,0,0.34044234
13957,3.96179595,0,0.25241078,1,6,9,FALSE,15813,143.6666667,6,0,3,0.77216954,FALSE,0,15813,0,0.34044234
14015,3.9633134,0,0.25231414,1,4,9,FALSE,28544,235,4,0,2,0.77205282,FALSE,0,28544,0,0.50865801
14092,4.04507721,0,0.24721407,1,4,9,FALSE,46492,186.5,4,0,2,0.76576329,FALSE,0,46492,0,0.50269542
14101,4.02579666,1.74E-05,0.24839804,0,4,9,FALSE,49298,194.5,4,0,2,0.76724641,FALSE,0,49298,76520,0.50129534
14160,3.5330715,0.01140108,0.28303984,0.03822055,116,8,FALSE,61330,28.01754386,115,0,57,0.80514835,FALSE,1,61330,21570958,0.02740905
14164,4.04507721,0,0.24721407,1,4,9,FALSE,62149,186.5,4,0,2,0.76576329,FALSE,0,62149,0,0.50269542
14168,3.98866375,0,0.25071053,1,4,9,FALSE,62481,232,4,0,2,0.77010279,FALSE,0,62481,0,0.50765864
14228,3.95626172,1.75E-05,0.25276386,0.13333333,12,8,FALSE,81888,86.83333333,12,0,6,0.77259525,FALSE,0,81888,71900,0.18804348
14269,5.26492904,0,0.18993608,1,4,11,FALSE,2503,18.5,4,0,2,0.67192854,FALSE,0,2503,0,0.54411765
14283,4.38016603,0.00190738,0.22830185,0.40519481,112,9,FALSE,21403,26.83928571,112,0,56,0.73998723,FALSE,0,21403,3417342,0.12600604
14285,4.6793716,8.13E-05,0.21370391,0.28571429,14,10,FALSE,27127,9.71428571,14,0,7,0.71697142,FALSE,0,27127,157986,0.17662338
14292,5.15442292,0,0.19400814,1,4,11,FALSE,67231,13,4,0,2,0.68042901,FALSE,0,67231,0,0.54166667
14294,4.29331429,0.00154013,0.23292029,0.09782609,48,9,FALSE,70656,9,48,0,24,0.74666813,FALSE,0,70656,2971838,0.05905077
14299,4.41560296,8.25E-05,0.22646964,0.46666667,12,10,FALSE,84289,21.5,12,0,6,0.73726131,FALSE,0,84289,119682,0.2047619
14301,4.62322592,3.97E-06,0.21629919,0.83333333,8,9,FALSE,39422,16.75,8,0,4,0.72129031,FALSE,0,39422,8500,0.32843137
14304,4.56440239,4.52E-04,0.21908673,0.31818182,24,9,FALSE,46353,10.58333333,24,0,12,0.7258152,FALSE,0,46353,935338,0.14111111
14306,4.61117558,6.34E-05,0.21686444,0.4,12,9,FALSE,83496,12.33333333,12,0,6,0.72221726,FALSE,0,83496,84984,0.22424242
14308,4.65134339,0,0.21499165,1,8,9,FALSE,3535,14.75,8,0,4,0.71912743,FALSE,0,3535,0,0.34302326
14310,5.35070963,0,0.1868911,1,8,9,FALSE,4189,11,8,0,4,0.66533003,FALSE,0,4189,0,0.39285714
14313,4.65134339,0,0.21499165,1,8,9,FALSE,22401,14.75,8,0,4,0.71912743,FALSE,0,22401,0,0.34302326
14315,5.14906721,4.08E-05,0.19420993,0.46428571,16,9,FALSE,29425,9,16,0,8,0.68084098,FALSE,0,29425,65462,0.21428571
14318,5.35070963,0,0.1868911,1,8,9,FALSE,38849,11,8,0,4,0.66533003,FALSE,0,38849,0,0.39285714
14322,5.13549942,7.25E-05,0.19472303,0.4,20,9,FALSE,53297,8.7,20,0,10,0.68188466,FALSE,0,53297,102740,0.18510638
14326,5.04195305,7.51E-06,0.19833584,0.66666667,6,9,FALSE,76724,15.33333333,6,0,3,0.68908053,FALSE,0,76724,14358,0.40350877
14328,4.45193252,9.13E-05,0.22462155,0.37777778,20,8,FALSE,79869,14.5,20,0,10,0.73446673,FALSE,0,79869,118382,0.14795918
14335,5.20610551,1.79E-04,0.19208216,0.66666667,12,10,FALSE,6010,9.5,12,0,6,0.67645342,FALSE,0,6010,279958,0.30107527
14337,5.20619477,0,0.19207887,1,10,10,FALSE,7282,11.4,10,0,5,0.67644656,FALSE,0,7282,0,0.35625
14343,4.97982683,2.69E-04,0.2008102,0.32727273,22,9,FALSE,49029,8,22,0,11,0.69385947,FALSE,0,49029,607796,0.15384615
14346,4.98000536,1.35E-04,0.200803,0.44444444,18,9,FALSE,63591,9.44444444,18,0,9,0.69384574,FALSE,0,63591,333096,0.18162393
14355,4.67107025,0,0.2140837,1,6,10,FALSE,81916,14.33333333,6,0,3,0.71760998,FALSE,0,81916,0,0.40952381
14357,4.02481478,0,0.24845864,1,10,9,FALSE,1533,109.4,10,0,5,0.76732194,FALSE,0,1533,0,0.23177966
14360,4.24680889,1.14E-04,0.23547092,0.65934066,28,8,FALSE,6544,40.5,28,0,14,0.75024547,FALSE,0,6544,243240,0.15168539
14362,4.76568776,0,0.2098333,1,20,9,FALSE,8175,23.1,20,0,10,0.71033171,FALSE,0,8175,0,0.45294118
14364,4.16781219,0.00131695,0.23993404,0.26554622,70,9,FALSE,10820,24.48571429,70,0,35,0.75632214,FALSE,0,10820,3075798,0.07571871
14366,4.69427832,0,0.21302529,1,12,9,FALSE,16474,35,12,0,6,0.71582474,FALSE,0,16474,0,0.52238806
14368,4.44666607,3.91E-04,0.22488759,0.27272727,22,8,FALSE,24252,26,22,0,11,0.73487184,FALSE,0,24252,894492,0.16149068
14371,4.55985004,0,0.21930546,1,12,9,FALSE,30275,32,12,0,6,0.72616538,FALSE,0,30275,0,0.32
14373,3.81504954,9.15E-04,0.26211979,0.33492063,72,8,FALSE,31855,33.80555556,72,0,36,0.78345773,FALSE,0,31855,3722328,0.0472805
14376,4.76568776,0,0.2098333,1,20,9,FALSE,33336,23.1,20,0,10,0.71033171,FALSE,0,33336,0,0.45294118
14379,4.76568776,0,0.2098333,1,20,9,FALSE,34944,23.1,20,0,10,0.71033171,FALSE,0,34944,0,0.45294118
14381,4.74542533,0,0.21072927,1,6,9,FALSE,36562,17.66666667,6,0,3,0.71189036,FALSE,0,36562,0,0.37588652
14383,4.46621441,1.60E-06,0.22390327,0.85714286,28,9,FALSE,38760,29.28571429,28,0,14,0.73336812,FALSE,0,38760,8692,0.22019334
14385,4.5667232,0,0.21897539,0.96428571,16,9,FALSE,42296,34.125,16,0,8,0.72563668,FALSE,0,42296,2,0.37092391
14387,3.93448184,0.00128976,0.25416307,0.23529412,36,9,FALSE,42727,37.22222222,36,0,18,0.77427063,FALSE,0,42727,2248838,0.06944444
14389,4.51673659,4.40E-07,0.22139879,0.94444444,18,9,FALSE,45708,34,18,0,9,0.7294818,FALSE,0,45708,2324,0.30357143
14394,4.50995269,9.04E-05,0.22173182,0.46428571,16,9,FALSE,55664,18.875,16,0,8,0.73000364,FALSE,0,55664,109466,0.17316514
14396,4.39944658,1.51E-05,0.22730132,0.8,30,8,FALSE,57137,29.2,30,0,15,0.73850411,FALSE,0,57137,51656,0.19466667
14398,4.10274034,1.42E-04,0.24373953,0.56190476,42,8,FALSE,60605,39.38095238,42,0,21,0.76132767,FALSE,0,60605,722940,0.10672345
14400,4.6071588,0,0.21705351,1,22,9,FALSE,61105,29.18181818,22,0,11,0.72252625,FALSE,0,61105,0,0.31378299
14402,4.76568776,0,0.2098333,1,20,9,FALSE,61542,23.1,20,0,10,0.71033171,FALSE,0,61542,0,0.45294118
